cod_ibge,municipio,uf,subitem_lc116,descricao_servico,aliquota_iss,lei_municipal,data_atualizacao
3550308,São Paulo,SP,6.04,Ginástica e dança,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,6.05,Academias,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.01,Engenharia e arquitetura,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.02,Execução de projetos engenharia,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.03,Elaboração de plantas,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.04,Demolição,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.05,Reparação de edifícios,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.10,Limpeza e manutenção,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.12,Paisagismo,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.16,Florestamento,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.19,Acompanhamento de obras,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,7.20,Sondagens e perfurações,2.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,8.01,Ensino regular,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,8.02,Instrução e treinamento,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,9.01,Hospedagem hotéis,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,9.02,Agenciamento viagens,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,9.03,Guias de turismo,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,10.01,Agenciamento publicidade,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,10.02,Propaganda,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,10.04,Marketing,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,10.09,Planejamento de campanhas,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,10.10,Produção publicitária,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,11.01,Organização de festas,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,11.02,Bufê,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,11.03,Fornecimento de música,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,11.04,Parques diversão,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,12.01,Espetáculos teatrais,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,12.02,Exibições cinematográficas,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,12.13,Produção espetáculos,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,12.16,Recreação e animação,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,13.02,Administração de fundos,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,13.03,Administração consórcios,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,13.04,Administração cartões,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,13.05,Arrendamento mercantil,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.01,Consultoria,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.03,Atuária,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.04,Contabilidade,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.05,Traduções,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.06,Avaliações,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.07,Perícias,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.09,Recrutamento,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.10,Fornecimento mão-de-obra,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,14.13,Leilão,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,15.01,Administração imóveis,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,15.02,Corretagem imóveis,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,15.08,Despachantes,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,15.09,Propriedade industrial,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,15.14,Reprografia,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,15.16,Digitação,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,16.01,Transporte municipal,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,17.01,Consultoria jurídica,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,17.02,Atividades jurídicas,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,17.05,Arbitragem,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,17.14,Advocacia,5.0,Lei 13701/2003,2025-01-15
3550308,São Paulo,SP,17.19,Serviços cartorários,5.0,Lei 13701/2003,2025-01-15
3304557,Rio de Janeiro,RJ,1.01,Análise e desenvolvimento de sistemas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.02,Programação,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.03,Processamento de dados,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.04,Elaboração de programas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.05,Licenciamento de programas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.06,Assessoria TI,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.07,Suporte técnico TI,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.08,Planejamento TI,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,1.09,Configuração hardware/software,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,2.01,Serviços de pesquisas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.01,Medicina e biomedicina,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.02,Análises clínicas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.03,Hospitais,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.06,Enfermagem,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.11,Odontologia,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.14,Psicanálise,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.15,Psicologia,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,4.23,Planos de saúde,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,5.01,Medicina veterinária,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,6.01,Barbearia e cabeleireiros,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,6.02,Esteticistas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,6.04,Ginástica e dança,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,6.05,Academias,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.01,Engenharia e arquitetura,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.02,Execução de projetos engenharia,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.03,Elaboração de plantas,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.04,Demolição,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.05,Reparação de edifícios,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.10,Limpeza e manutenção,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.12,Paisagismo,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.16,Florestamento,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.19,Acompanhamento de obras,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,7.20,Sondagens e perfurações,3.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,8.01,Ensino regular,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,8.02,Instrução e treinamento,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,9.01,Hospedagem hotéis,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,9.02,Agenciamento viagens,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,9.03,Guias de turismo,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,10.01,Agenciamento publicidade,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,10.02,Propaganda,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,10.04,Marketing,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,10.09,Planejamento de campanhas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,10.10,Produção publicitária,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,11.01,Organização de festas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,11.02,Bufê,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,11.03,Fornecimento de música,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,11.04,Parques diversão,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,12.01,Espetáculos teatrais,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,12.02,Exibições cinematográficas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,12.13,Produção espetáculos,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,12.16,Recreação e animação,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,13.02,Administração de fundos,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,13.03,Administração consórcios,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,13.04,Administração cartões,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,13.05,Arrendamento mercantil,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.01,Consultoria,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.03,Atuária,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.04,Contabilidade,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.05,Traduções,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.06,Avaliações,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.07,Perícias,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.09,Recrutamento,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.10,Fornecimento mão-de-obra,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,14.13,Leilão,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,15.01,Administração imóveis,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,15.02,Corretagem imóveis,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,15.08,Despachantes,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,15.09,Propriedade industrial,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,15.14,Reprografia,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,15.16,Digitação,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,16.01,Transporte municipal,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,17.01,Consultoria jurídica,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,17.02,Atividades jurídicas,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,17.05,Arbitragem,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,17.14,Advocacia,5.0,Lei 691/1984,2025-01-15
3304557,Rio de Janeiro,RJ,17.19,Serviços cartorários,5.0,Lei 691/1984,2025-01-15
5300108,Brasília,DF,1.01,Análise e desenvolvimento de sistemas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.02,Programação,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.03,Processamento de dados,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.04,Elaboração de programas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.05,Licenciamento de programas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.06,Assessoria TI,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.07,Suporte técnico TI,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.08,Planejamento TI,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,1.09,Configuração hardware/software,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,2.01,Serviços de pesquisas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.01,Medicina e biomedicina,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.02,Análises clínicas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.03,Hospitais,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.06,Enfermagem,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.11,Odontologia,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.14,Psicanálise,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.15,Psicologia,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,4.23,Planos de saúde,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,5.01,Medicina veterinária,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,6.01,Barbearia e cabeleireiros,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,6.02,Esteticistas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,6.04,Ginástica e dança,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,6.05,Academias,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.01,Engenharia e arquitetura,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.02,Execução de projetos engenharia,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.03,Elaboração de plantas,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.04,Demolição,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.05,Reparação de edifícios,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.10,Limpeza e manutenção,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.12,Paisagismo,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.16,Florestamento,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.19,Acompanhamento de obras,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,7.20,Sondagens e perfurações,2.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,8.01,Ensino regular,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,8.02,Instrução e treinamento,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,9.01,Hospedagem hotéis,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,9.02,Agenciamento viagens,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,9.03,Guias de turismo,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,10.01,Agenciamento publicidade,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,10.02,Propaganda,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,10.04,Marketing,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,10.09,Planejamento de campanhas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,10.10,Produção publicitária,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,11.01,Organização de festas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,11.02,Bufê,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,11.03,Fornecimento de música,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,11.04,Parques diversão,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,12.01,Espetáculos teatrais,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,12.02,Exibições cinematográficas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,12.13,Produção espetáculos,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,12.16,Recreação e animação,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,13.02,Administração de fundos,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,13.03,Administração consórcios,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,13.04,Administração cartões,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,13.05,Arrendamento mercantil,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.01,Consultoria,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.03,Atuária,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.04,Contabilidade,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.05,Traduções,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.06,Avaliações,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.07,Perícias,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.09,Recrutamento,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.10,Fornecimento mão-de-obra,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,14.13,Leilão,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,15.01,Administração imóveis,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,15.02,Corretagem imóveis,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,15.08,Despachantes,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,15.09,Propriedade industrial,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,15.14,Reprografia,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,15.16,Digitação,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,16.01,Transporte municipal,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,17.01,Consultoria jurídica,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,17.02,Atividades jurídicas,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,17.05,Arbitragem,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,17.14,Advocacia,5.0,Lei 5172/1966,2025-01-15
5300108,Brasília,DF,17.19,Serviços cartorários,5.0,Lei 5172/1966,2025-01-15
2927408,Salvador,BA,1.01,Análise e desenvolvimento de sistemas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.02,Programação,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.03,Processamento de dados,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.04,Elaboração de programas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.05,Licenciamento de programas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.06,Assessoria TI,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.07,Suporte técnico TI,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.08,Planejamento TI,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,1.09,Configuração hardware/software,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,2.01,Serviços de pesquisas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.01,Medicina e biomedicina,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.02,Análises clínicas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.03,Hospitais,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.06,Enfermagem,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.11,Odontologia,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.14,Psicanálise,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.15,Psicologia,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,4.23,Planos de saúde,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,5.01,Medicina veterinária,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,6.01,Barbearia e cabeleireiros,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,6.02,Esteticistas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,6.04,Ginástica e dança,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,6.05,Academias,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.01,Engenharia e arquitetura,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.02,Execução de projetos engenharia,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.03,Elaboração de plantas,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.04,Demolição,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.05,Reparação de edifícios,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.10,Limpeza e manutenção,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.12,Paisagismo,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.16,Florestamento,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.19,Acompanhamento de obras,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,7.20,Sondagens e perfurações,3.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,8.01,Ensino regular,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,8.02,Instrução e treinamento,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,9.01,Hospedagem hotéis,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,9.02,Agenciamento viagens,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,9.03,Guias de turismo,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,10.01,Agenciamento publicidade,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,10.02,Propaganda,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,10.04,Marketing,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,10.09,Planejamento de campanhas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,10.10,Produção publicitária,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,11.01,Organização de festas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,11.02,Bufê,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,11.03,Fornecimento de música,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,11.04,Parques diversão,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,12.01,Espetáculos teatrais,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,12.02,Exibições cinematográficas,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,12.13,Produção espetáculos,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,12.16,Recreação e animação,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,13.02,Administração de fundos,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,13.03,Administração consórcios,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,13.04,Administração cartões,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,13.05,Arrendamento mercantil,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.01,Consultoria,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.03,Atuária,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.04,Contabilidade,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.05,Traduções,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.06,Avaliações,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.07,Perícias,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.09,Recrutamento,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.10,Fornecimento mão-de-obra,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,14.13,Leilão,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,15.01,Administração imóveis,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,15.02,Corretagem imóveis,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,15.08,Despachantes,5.0,Lei 7186/2006,2025-01-15
2927408,Salvador,BA,15.09,Propriedade industrial,5.0,Lei 7186/2006,2025-01-15
